RECTYPE,ALPHAIND,LEA,ESTAB,URN,IMD,HLE,SCHNAME,ADDRESS1,ADDRESS2,ADDRESS3,TOWN,PCODE,TELNUM,URN_AC,SCHNAME_AC,OPEN_AC,NFTYPE,ICLOSE,RELDENOM,AGERANGE,CONFEXAM,TAB15,TAB1618,TOTPUPS,TPUPYEAR,TELIG,BELIG,GELIG,PBELIG,PGELIG,TKS1AVERAGE,TKS1GROUP_L,PTKS1GROUP_L,TKS1GROUP_M,PTKS1GROUP_M,TKS1GROUP_H,PTKS1GROUP_H,TKS1GROUP_NA,PTKS1GROUP_NA,TFSM6CLA1A,PTFSM6CLA1A,TNotFSM6CLA1A,PTNotFSM6CLA1A,TEALGRP2,PTEALGRP2,TMOBN,PTMOBN,TSENELSE,PSENELSE,PTRWM_EXP,PTRWM_HIGH,READPROG,READPROG_LOWER,READPROG_UPPER,READCOV,WRITPROG,WRITPROG_LOWER,WRITPROG_UPPER,WRITCOV,MATPROG,MATPROG_LOWER,MATPROG_UPPER,MATCOV,PTREAD_EXP,PTREAD_HIGH,PTREAD_AT,READ_AVERAGE,PTGPS_EXP,PTGPS_HIGH,PTGPS_AT,GPS_AVERAGE,PTMAT_EXP,PTMAT_HIGH,PTMAT_AT,MAT_AVERAGE,PTWRITTA_EXP,PTWRITTA_HIGH,PTWRITTA_WTS,PTWRITTA_AD,PTSCITA_EXP,PTSCITA_AD,PTREADTA_EXP,PTREADTA_AD,PTMATTA_EXP,PTMATTA_AD,PTRWM_EXP_B,PTRWM_EXP_G,PTRWM_EXP_L,PTRWM_EXP_M,PTRWM_EXP_H,PTRWM_EXP_FSM6CLA1A,PTRWM_EXP_NotFSM6CLA1A,DIFFN_RWM_EXP,PTRWM_EXP_EAL,PTRWM_EXP_MOBN,PTRWM_HIGH_B,PTRWM_HIGH_G,PTRWM_HIGH_L,PTRWM_HIGH_M,PTRWM_HIGH_H,PTRWM_HIGH_FSM6CLA1A,PTRWM_HIGH_NotFSM6CLA1A,DIFFN_RWM_HIGH,PTRWM_HIGH_EAL,PTRWM_HIGH_MOBN,READPROG_B,READPROG_B_LOWER,READPROG_B_UPPER,READPROG_G,READPROG_G_LOWER,READPROG_G_UPPER,READPROG_L,READPROG_L_LOWER,READPROG_L_UPPER,READPROG_M,READPROG_M_LOWER,READPROG_M_UPPER,READPROG_H,READPROG_H_LOWER,READPROG_H_UPPER,READPROG_FSM6CLA1A,READPROG_FSM6CLA1A_LOWER,READPROG_FSM6CLA1A_UPPER,READPROG_NotFSM6CLA1A,READPROG_NotFSM6CLA1A_LOWER,READPROG_NotFSM6CLA1A_UPPER,DIFFN_READPROG,READPROG_EAL,READPROG_EAL_LOWER,READPROG_EAL_UPPER,READPROG_MOBN,READPROG_MOBN_LOWER,READPROG_MOBN_UPPER,WRITPROG_B,WRITPROG_B_LOWER,WRITPROG_B_UPPER,WRITPROG_G,WRITPROG_G_LOWER,WRITPROG_G_UPPER,WRITPROG_L,WRITPROG_L_LOWER,WRITPROG_L_UPPER,WRITPROG_M,WRITPROG_M_LOWER,WRITPROG_M_UPPER,WRITPROG_H,WRITPROG_H_LOWER,WRITPROG_H_UPPER,WRITPROG_FSM6CLA1A,WRITPROG_FSM6CLA1A_LOWER,WRITPROG_FSM6CLA1A_UPPER,WRITPROG_NotFSM6CLA1A,WRITPROG_NotFSM6CLA1A_LOWER,WRITPROG_NotFSM6CLA1A_UPPER,DIFFN_WRITPROG,WRITPROG_EAL,WRITPROG_EAL_LOWER,WRITPROG_EAL_UPPER,WRITPROG_MOBN,WRITPROG_MOBN_LOWER,WRITPROG_MOBN_UPPER,MATPROG_B,MATPROG_B_LOWER,MATPROG_B_UPPER,MATPROG_G,MATPROG_G_LOWER,MATPROG_G_UPPER,MATPROG_L,MATPROG_L_LOWER,MATPROG_L_UPPER,MATPROG_M,MATPROG_M_LOWER,MATPROG_M_UPPER,MATPROG_H,MATPROG_H_LOWER,MATPROG_H_UPPER,MATPROG_FSM6CLA1A,MATPROG_FSM6CLA1A_LOWER,MATPROG_FSM6CLA1A_UPPER,MATPROG_NotFSM6CLA1A,MATPROG_NotFSM6CLA1A_LOWER,MATPROG_NotFSM6CLA1A_UPPER,DIFFN_MATPROG,MATPROG_EAL,MATPROG_EAL_LOWER,MATPROG_EAL_UPPER,MATPROG_MOBN,MATPROG_MOBN_LOWER,MATPROG_MOBN_UPPER,READ_AVERAGE_L,READ_AVERAGE_M,READ_AVERAGE_H,READ_AVERAGE_FSM6CLA1A,READ_AVERAGE_NotFSM6CLA1A,MAT_AVERAGE_L,MAT_AVERAGE_M,MAT_AVERAGE_H,MAT_AVERAGE_FSM6CLA1A,MAT_AVERAGE_NotFSM6CLA1A,GPS_AVERAGE_L,GPS_AVERAGE_M,GPS_AVERAGE_H,GPS_AVERAGE_FSM6CLA1A,GPS_AVERAGE_NotFSM6CLA1A,PTREAD_EXP_L,PTREAD_EXP_M,PTREAD_EXP_H,PTREAD_EXP_FSM6CLA1A,PTREAD_EXP_NotFSM6CLA1A,PTGPS_EXP_L,PTGPS_EXP_M,PTGPS_EXP_H,PTGPS_EXP_FSM6CLA1A,PTGPS_EXP_NotFSM6CLA1A,PTMAT_EXP_L,PTMAT_EXP_M,PTMAT_EXP_H,PTMAT_EXP_FSM6CLA1A,PTMAT_EXP_NotFSM6CLA1A,PTWRITTA_EXP_L,PTWRITTA_EXP_M,PTWRITTA_EXP_H,PTWRITTA_EXP_FSM6CLA1A,PTWRITTA_EXP_NotFSM6CLA1A,PTREAD_HIGH_L,PTREAD_HIGH_M,PTREAD_HIGH_H,PTREAD_HIGH_FSM6CLA1A,PTREAD_HIGH_NotFSM6CLA1A,PTGPS_HIGH_L,PTGPS_HIGH_M,PTGPS_HIGH_H,PTGPS_HIGH_FSM6CLA1A,PTGPS_HIGH_NotFSM6CLA1A,PTMAT_HIGH_L,PTMAT_HIGH_M,PTMAT_HIGH_H,PTMAT_HIGH_FSM6CLA1A,PTMAT_HIGH_NotFSM6CLA1A,PTWRITTA_HIGH_L,PTWRITTA_HIGH_M,PTWRITTA_HIGH_H,PTWRITTA_HIGH_FSM6CLA1A,PTWRITTA_HIGH_NotFSM6CLA1A,TEALGRP1,PTEALGRP1,TEALGRP3,PTEALGRP3,TSENELAPK,PSENELSAPK,TSENELE,PSENELE,TSENELK,PSENELK,TSENELST,PSENELST,TSENELSAP,PSENELSAP,SENELN,PSENELN
1,36060,811,2740,117860,2,2,Newport Primary School,Main Road,Newport,,Brough,HU15 2PP,0143 0440259,0,,,CY,0,Does not apply,04-Nov,R,0,0,101,15,15,8,7,53%,47%,15.4,0,0%,13,87%,2,13%,0,0%,5,33%,10,67%,0,0%,12,80%,0,0%,33%,0%,0.2,-3,3.4,100%,3.3,0.1,6.5,100%,-1.7,-4.4,1,100%,80%,7%,0%,102,53%,7%,0%,101,60%,0%,0%,101,80%,33%,20%,0%,100%,0%,100%,0%,100%,0%,38%,29%,,23%,SUPP,SUPP,SUPP,SUPP,,33%,0%,0%,,0%,SUPP,SUPP,SUPP,SUPP,,0%,1.1,-3.2,5.4,-0.8,-5.4,3.8,NA,NA,NA,1,-2.4,4.4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,0,-3.6,3.6,0.5,-3.9,4.9,6.6,1.9,11.3,NA,NA,NA,2.7,-0.7,6.1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,3.4,-0.2,7,-1.8,-5.5,1.9,-1.7,-5.7,2.3,NA,NA,NA,-1.2,-4.1,1.7,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-2.7,-5.7,0.3,,102,SUPP,SUPP,SUPP,,100,SUPP,SUPP,SUPP,,100,SUPP,SUPP,SUPP,,77%,SUPP,SUPP,SUPP,,46%,SUPP,SUPP,SUPP,,54%,SUPP,SUPP,SUPP,,77%,SUPP,SUPP,SUPP,,8%,SUPP,SUPP,SUPP,,8%,SUPP,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,,23%,SUPP,SUPP,SUPP,15,100%,0,0%,1,7%,0,0%,1,7%,0,0%,0,0%,0,0%
1,36520,811,2741,117861,2,3,North Frodingham Primary School,North Frodingham,,,Driffield,YO25 8LA,0126 2488227,0,,,CY,0,Does not apply,03-Nov,,0,0,73,8,8,5,3,63%,38%,13.4,2,25%,6,75%,0,0%,0,0%,2,25%,6,75%,0,0%,8,100%,0,0%,38%,0%,4.3,0,8.6,100%,-1.7,-6.1,2.7,100%,1.5,-2.2,5.2,100%,63%,13%,0%,103,63%,25%,0%,102,63%,0%,0%,101,38%,13%,50%,0%,100%,0%,75%,0%,75%,0%,SUPP,SUPP,SUPP,50%,,SUPP,SUPP,SUPP,,38%,SUPP,SUPP,SUPP,0%,,SUPP,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3.1,-1.9,8.1,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,4.3,0,8.6,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,-0.3,-5.3,4.7,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-1.7,-6.1,2.7,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0.9,-3.4,5.2,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,1.5,-2.2,5.2,SUPP,104,,SUPP,SUPP,SUPP,102,,SUPP,SUPP,SUPP,104,,SUPP,SUPP,SUPP,67%,,SUPP,SUPP,SUPP,67%,,SUPP,SUPP,SUPP,83%,,SUPP,SUPP,SUPP,50%,,SUPP,SUPP,SUPP,17%,,SUPP,SUPP,SUPP,33%,,SUPP,SUPP,SUPP,0%,,SUPP,SUPP,SUPP,17%,,SUPP,SUPP,8,100%,0,0%,1,13%,0,0%,1,13%,0,0%,0,0%,0,0%
1,39724,811,2742,117862,7,7,Paull Primary School,Main Street,Paull,,Hull,HU12 8AW,0148 2898352,0,,,CY,0,Does not apply,03-Nov,,0,0,72,10,10,4,6,40%,60%,15.3,3,30%,4,40%,3,30%,0,0%,2,20%,8,80%,0,0%,10,100%,0,0%,60%,0%,-2.3,-6.4,1.8,90%,-1.1,-5,2.8,100%,-3.1,-6.4,0.2,100%,60%,10%,0%,101,60%,0%,0%,98,60%,20%,0%,99,60%,10%,40%,0%,50%,0%,70%,0%,60%,0%,SUPP,67%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,60%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,-2.1,-7.1,2.9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-2.3,-6.4,1.8,SUPP,SUPP,SUPP,-2.1,-7.1,2.9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-1.1,-5,2.8,SUPP,SUPP,SUPP,-3.6,-7.9,0.7,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-3.1,-6.4,0.2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,10,100%,0,0%,1,10%,0,0%,1,10%,0,0%,0,0%,0,0%
1,40640,811,2743,117863,2,2,Pocklington Community Junior School,65 Kirkland Street,Pocklington,,York,YO42 2BX,0175 9302224,143587,Pocklington Community Junior School,20170101,CY,0,Does not apply,07-Nov,R,0,0,235,61,61,39,22,64%,36%,16.3,4,7%,37,63%,18,31%,2,3%,12,20%,49,80%,0,0%,60,98%,0,0%,46%,3%,-2.6,-4.2,-1,97%,-1.4,-3,0.2,97%,-3.6,-5,-2.2,97%,57%,20%,0%,101,61%,10%,0%,101,54%,8%,0%,100,75%,11%,20%,0%,79%,0%,80%,0%,77%,0%,44%,50%,SUPP,27%,89%,25%,51%,-35,,45%,0%,9%,SUPP,0%,11%,0%,4%,-7,,3%,-3.3,-5.3,-1.3,-1.3,-4,1.4,SUPP,SUPP,SUPP,-4,-6,-2,-0.1,-3,2.8,-2.3,-6,1.4,-2.6,-4.4,-0.8,-2.6,NA,NA,NA,-2.7,-4.3,-1.1,-2.3,-4.3,-0.3,0.2,-2.5,2.9,SUPP,SUPP,SUPP,-2.2,-4.2,-0.2,-0.7,-3.6,2.2,-5.5,-9.2,-1.8,-0.5,-2.3,1.3,-5.6,NA,NA,NA,-1.6,-3.2,0,-3.7,-5.4,-2,-3.2,-5.5,-0.9,SUPP,SUPP,SUPP,-4.1,-5.8,-2.4,-1.8,-4.3,0.7,-4.1,-7.3,-0.9,-3.4,-4.9,-1.9,-4.3,NA,NA,NA,-3.7,-5.1,-2.3,SUPP,97,109,99,101,SUPP,98,107,98,101,SUPP,98,107,98,101,SUPP,43%,94%,50%,59%,SUPP,49%,94%,25%,69%,SUPP,41%,89%,42%,57%,SUPP,70%,94%,50%,82%,SUPP,3%,56%,0%,24%,SUPP,0%,33%,0%,12%,SUPP,3%,17%,8%,8%,SUPP,0%,39%,0%,14%,61,100%,0,0%,4,7%,0,0%,4,7%,0,0%,0,0%,0,0%
1,41026,811,2744,117864,7,7,Preston Primary School,Station Road,Preston,,Hull,HU12 8UY,0148 2896800,0,,,CY,0,Does not apply,04-Nov,R,0,0,197,27,26,10,16,38%,62%,15.1,4,15%,15,58%,7,27%,0,0%,8,31%,18,69%,0,0%,22,85%,1,4%,35%,4%,-2.4,-4.8,0,100%,0.9,-1.5,3.3,100%,-0.6,-2.7,1.5,100%,42%,8%,0%,100,62%,8%,0%,102,65%,8%,0%,102,73%,12%,27%,0%,81%,0%,85%,0%,85%,0%,30%,38%,SUPP,20%,86%,0%,50%,-60,,36%,0%,6%,SUPP,0%,14%,0%,6%,-7,,0%,-3.2,-7.1,0.7,-1.9,-5,1.2,SUPP,SUPP,SUPP,-3.5,-6.7,-0.3,-3.3,-7.9,1.3,-2,-6.3,2.3,-2.6,-5.5,0.3,-2.3,NA,NA,NA,-2.5,-5.1,0.1,-0.6,-4.5,3.3,1.9,-1.2,5,SUPP,SUPP,SUPP,0,-3.2,3.2,0.6,-4.1,5.3,2.9,-1.5,7.3,0,-2.9,2.9,2.8,NA,NA,NA,0.4,-2.2,3,-0.4,-3.7,2.9,-0.7,-3.3,1.9,SUPP,SUPP,SUPP,-0.5,-3.2,2.2,-1.9,-5.9,2.1,1.5,-2.2,5.2,-1.5,-4,1,1.3,NA,NA,NA,-0.7,-2.9,1.5,SUPP,98,106,93,102,SUPP,101,107,99,103,SUPP,100,109,96,105,SUPP,33%,86%,0%,61%,SUPP,60%,100%,0%,89%,SUPP,60%,100%,38%,78%,SUPP,80%,100%,38%,89%,SUPP,0%,29%,0%,11%,SUPP,0%,29%,0%,11%,SUPP,0%,29%,0%,11%,SUPP,0%,43%,0%,17%,26,100%,0,0%,4,15%,0,0%,4,15%,1,4%,0,0%,0,0%
1,54830,811,2746,117865,1,2,Stamford Bridge Primary School,Junior Dept,Church Road,Stamford Bridge,York,YO41 1BP,0175 9371430,143586,Stamford Bridge Primary School,20170101,CY,0,Does not apply,03-Nov,,0,0,246,31,32,21,11,66%,34%,15.6,4,13%,16,53%,10,33%,2,6%,5,16%,27,84%,1,3%,31,97%,1,3%,56%,3%,-1.7,-4,0.6,91%,0,-2.3,2.3,94%,-0.2,-2.1,1.7,94%,59%,13%,0%,102,66%,28%,0%,103,81%,9%,0%,103,72%,13%,25%,0%,81%,0%,78%,0%,78%,0%,48%,73%,SUPP,50%,90%,SUPP,SUPP,SUPP,SUPP,58%,5%,0%,SUPP,0%,10%,SUPP,SUPP,SUPP,SUPP,3%,-1.7,-4.5,1.1,-1.9,-5.8,2,SUPP,SUPP,SUPP,-1,-4.1,2.1,-2.3,-6.2,1.6,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-1.7,-4,0.6,-0.5,-3.3,2.3,1.2,-2.7,5.1,SUPP,SUPP,SUPP,-0.3,-3.4,2.8,0.6,-3.3,4.5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,0,-2.3,2.3,0.4,-1.9,2.7,-1.4,-4.7,1.9,SUPP,SUPP,SUPP,0.5,-2.1,3.1,-0.8,-4.1,2.5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-0.2,-2.1,1.7,SUPP,100,107,SUPP,SUPP,SUPP,102,108,SUPP,SUPP,SUPP,102,110,SUPP,SUPP,SUPP,56%,90%,SUPP,SUPP,SUPP,63%,100%,SUPP,SUPP,SUPP,88%,100%,SUPP,SUPP,SUPP,75%,100%,SUPP,SUPP,SUPP,6%,30%,SUPP,SUPP,SUPP,13%,70%,SUPP,SUPP,SUPP,0%,30%,SUPP,SUPP,SUPP,0%,40%,SUPP,SUPP,31,97%,0,0%,2,6%,1,3%,2,6%,0,0%,0,0%,0,0%
1,59326,811,2747,117866,5,4,Walkington Primary School,Crake Wells,Walkington,,Beverley,HU17 8SB,0148 2861115,0,,,CY,0,Does not apply,04-Nov,,0,0,264,41,40,14,26,35%,65%,17.4,0,0%,23,62%,14,38%,3,8%,0,0%,40,100%,0,0%,36,90%,1,3%,85%,10%,2.5,0.5,4.5,93%,0,-2,2,93%,1.7,0,3.4,93%,93%,30%,0%,107,100%,35%,0%,108,98%,28%,0%,107,93%,18%,8%,0%,98%,0%,93%,0%,95%,0%,64%,96%,,78%,100%,0%,85%,-60,,83%,7%,12%,,0%,29%,0%,10%,-7,,11%,1.3,-2.1,4.7,3.2,0.7,5.7,NA,NA,NA,3.5,0.9,6.1,0.8,-2.5,4.1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,2.5,0.4,4.6,-1.3,-4.7,2.1,0.8,-1.7,3.3,NA,NA,NA,-0.1,-2.7,2.5,0.3,-3,3.6,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,0.2,-1.9,2.3,0.9,-2,3.8,2.1,0,4.2,NA,NA,NA,2.3,0.1,4.5,0.7,-2.1,3.5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,1.8,0,3.6,,106,110,SUPP,SUPP,,105,110,SUPP,SUPP,,105,111,SUPP,SUPP,,91%,100%,SUPP,SUPP,,100%,100%,SUPP,SUPP,,96%,100%,SUPP,SUPP,,87%,100%,SUPP,SUPP,,13%,57%,SUPP,SUPP,,17%,64%,SUPP,SUPP,,4%,64%,SUPP,SUPP,,4%,43%,SUPP,SUPP,40,100%,0,0%,1,3%,0,0%,1,3%,1,3%,0,0%,0,0%
1,59922,811,2748,117867,6,2,Wawne Primary School,10 Greens Lane,Wawne,,Hull,HU7 5XT,0148 2835599,0,,,CY,0,Does not apply,03-Nov,,0,0,124,15,14,6,8,43%,57%,15.4,1,7%,10,71%,3,21%,0,0%,5,36%,9,64%,0,0%,13,93%,0,0%,36%,7%,0.1,-3.2,3.4,100%,0.7,-2.6,4,100%,-1.9,-4.7,0.9,100%,64%,7%,0%,102,57%,7%,0%,101,50%,7%,0%,100,79%,7%,21%,0%,86%,0%,79%,0%,79%,0%,50%,25%,SUPP,20%,SUPP,SUPP,SUPP,SUPP,,38%,17%,0%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,,8%,-0.4,-5.4,4.6,0.4,-3.9,4.7,SUPP,SUPP,SUPP,-0.3,-4.2,3.6,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-0.5,-3.9,2.9,0.7,-4.3,5.7,0.7,-3.7,5.1,SUPP,SUPP,SUPP,0.9,-3,4.8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,0.1,-3.3,3.5,-1.7,-6,2.6,-2,-5.7,1.7,SUPP,SUPP,SUPP,-2.3,-5.6,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-1.9,-4.8,1,SUPP,100,SUPP,SUPP,SUPP,SUPP,99,SUPP,SUPP,SUPP,SUPP,99,SUPP,SUPP,SUPP,SUPP,50%,SUPP,SUPP,SUPP,SUPP,50%,SUPP,SUPP,SUPP,SUPP,40%,SUPP,SUPP,SUPP,SUPP,80%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,14,100%,0,0%,4,29%,0,0%,4,29%,0,0%,0,0%,0,0%
1,60184,811,2749,117868,1,2,Welton Primary School,Elloughtonthorpe Way,Welton,,Brough,HU15 1TJ,0148 2667222,0,,,CY,0,Does not apply,04-Nov,,0,0,358,37,37,16,21,43%,57%,15.9,3,9%,22,65%,9,26%,3,8%,2,5%,35,95%,8,22%,31,84%,0,0%,70%,8%,1.9,-0.2,4,92%,3.4,1.3,5.5,92%,2.2,0.4,4,89%,81%,19%,0%,104,81%,24%,3%,105,78%,30%,3%,105,84%,38%,16%,0%,89%,0%,89%,0%,81%,0%,81%,62%,SUPP,68%,100%,SUPP,SUPP,SUPP,63%,71%,0%,14%,SUPP,0%,22%,SUPP,SUPP,SUPP,0%,6%,1.3,-2,4.6,2.4,-0.4,5.2,SUPP,SUPP,SUPP,2.1,-0.5,4.7,-0.3,-4.4,3.8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3.9,-1.1,8.9,2,-0.3,4.3,3.5,0.2,6.8,3.2,0.4,6,SUPP,SUPP,SUPP,1.1,-1.5,3.7,6.4,2.3,10.5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,6.1,1.1,11.1,4.1,1.8,6.4,2.4,-0.4,5.2,2,-0.4,4.4,SUPP,SUPP,SUPP,1.7,-0.6,4,2.3,-1.2,5.8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,4.7,0.4,9,1.9,-0.1,3.9,SUPP,104,109,SUPP,SUPP,SUPP,104,111,SUPP,SUPP,SUPP,103,111,SUPP,SUPP,SUPP,86%,100%,SUPP,SUPP,SUPP,73%,100%,SUPP,SUPP,SUPP,82%,100%,SUPP,SUPP,SUPP,77%,100%,SUPP,SUPP,SUPP,9%,44%,SUPP,SUPP,SUPP,9%,67%,SUPP,SUPP,SUPP,14%,67%,SUPP,SUPP,SUPP,18%,100%,SUPP,SUPP,29,78%,0,0%,6,16%,0,0%,6,16%,0,0%,0,0%,0,0%
1,29962,811,2754,117872,5,4,Leconfield Primary School,Arram Road,Leconfield,,Beverley,HU17 7NP,0196 4550303,0,,,CY,0,Does not apply,04-Nov,R,0,0,162,21,22,12,10,55%,45%,15.8,2,9%,13,59%,7,32%,0,0%,4,18%,18,82%,0,0%,19,86%,0,0%,45%,0%,-3.1,-5.7,-0.5,100%,-1.3,-3.9,1.3,100%,-2.1,-4.3,0.1,100%,50%,14%,0%,99,68%,14%,0%,102,64%,5%,0%,101,64%,9%,36%,0%,73%,0%,64%,0%,73%,0%,42%,50%,SUPP,23%,100%,SUPP,SUPP,SUPP,,47%,0%,0%,SUPP,0%,0%,SUPP,SUPP,SUPP,,0%,-2.5,-6.1,1.1,-3.8,-7.7,0.1,SUPP,SUPP,SUPP,-5.2,-8.6,-1.8,-0.8,-5.4,3.8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-4.2,-7,-1.4,-1.3,-4.9,2.3,-1.3,-5.2,2.6,SUPP,SUPP,SUPP,-1.9,-5.3,1.5,-1.1,-5.8,3.6,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-1.6,-4.4,1.2,-0.8,-3.8,2.2,-3.7,-7,-0.4,SUPP,SUPP,SUPP,-2.3,-5.2,0.6,-0.9,-4.9,3.1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-1.9,-4.3,0.5,SUPP,95,109,SUPP,SUPP,SUPP,99,108,SUPP,SUPP,SUPP,98,110,SUPP,SUPP,SUPP,31%,100%,SUPP,SUPP,SUPP,62%,100%,SUPP,SUPP,SUPP,54%,100%,SUPP,SUPP,SUPP,54%,100%,SUPP,SUPP,SUPP,0%,43%,SUPP,SUPP,SUPP,8%,29%,SUPP,SUPP,SUPP,0%,14%,SUPP,SUPP,SUPP,0%,29%,SUPP,SUPP,21,95%,1,5%,4,18%,0,0%,4,18%,0,0%,0,0%,0,0%
1,33384,811,2755,117873,1,2,Melbourne Community Primary School,Main Street,Melbourne,,York,YO42 4QE,0175 9318369,0,,,CY,0,Does not apply,03-Nov,R,0,0,147,29,29,18,11,62%,38%,16.3,3,10%,17,59%,9,31%,0,0%,2,7%,27,93%,1,3%,28,97%,0,0%,48%,10%,0.1,-2.2,2.4,100%,-0.6,-2.9,1.7,100%,-2.8,-4.7,-0.9,100%,72%,28%,0%,104,66%,14%,0%,101,55%,17%,0%,101,79%,10%,21%,0%,83%,0%,83%,0%,79%,0%,56%,36%,SUPP,29%,100%,SUPP,SUPP,SUPP,SUPP,46%,6%,18%,SUPP,0%,33%,SUPP,SUPP,SUPP,SUPP,11%,0.4,-2.5,3.3,-0.5,-4.2,3.2,SUPP,SUPP,SUPP,0.1,-2.9,3.1,2.1,-2,6.2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0,-2.3,2.3,-0.4,-3.3,2.5,-0.9,-4.6,2.8,SUPP,SUPP,SUPP,-0.3,-3.3,2.7,-0.8,-4.9,3.3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,-0.5,-2.8,1.8,-2.5,-5,0,-3.2,-6.4,0,SUPP,SUPP,SUPP,-3.5,-6,-1,0,-3.5,3.5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,-2.8,-4.8,-0.8,SUPP,102,112,SUPP,SUPP,SUPP,99,109,SUPP,SUPP,SUPP,99,108,SUPP,SUPP,SUPP,71%,100%,SUPP,SUPP,SUPP,59%,100%,SUPP,SUPP,SUPP,41%,100%,SUPP,SUPP,SUPP,82%,100%,SUPP,SUPP,SUPP,12%,67%,SUPP,SUPP,SUPP,0%,44%,SUPP,SUPP,SUPP,0%,56%,SUPP,SUPP,SUPP,0%,33%,SUPP,SUPP,28,97%,0,0%,2,7%,0,0%,2,7%,0,0%,0,0%,0,0%
